sequence,support_count,support
"<{8},{245},{246}>",242,0.331507
"<{8},{245},{253}>",417,0.571233
"<{8},{246},{253}>",342,0.468493
"<{8},{26},{110}>",220,0.301370
"<{8},{26},{117}>",338,0.463014
"<{8},{26},{118}>",260,0.356164
"<{8},{26},{143}>",367,0.502740
"<{8},{26},{144}>",270,0.369863
"<{8},{26},{245}>",326,0.446575
"<{8},{26},{246}>",270,0.369863
"<{8},{26},{253}>",411,0.563014
"<{8},{26},{27}>",274,0.375342
"<{8},{26},{31}>",204,0.279452
"<{8},{26},{35}>",294,0.402740
"<{8},{26},{36}>",243,0.332877
"<{8},{26},{78}>",225,0.308219
"<{8},{27},{117}>",246,0.336986
"<{8},{27},{143}>",281,0.384932
"<{8},{27},{144}>",222,0.304110
"<{8},{27},{245}>",261,0.357534
"<{8},{27},{246}>",211,0.289041
"<{8},{27},{253}>",328,0.449315
"<{8},{28},{117}>",200,0.273973
"<{8},{28},{143}>",236,0.323288
"<{8},{28},{253}>",275,0.376712
"<{8},{29},{253}>",214,0.293151
"<{8},{30},{253}>",213,0.291781
"<{8},{31},{143}>",225,0.308219
"<{8},{31},{245}>",200,0.273973
"<{8},{31},{253}>",269,0.368493
"<{8},{32},{253}>",227,0.310959
"<{8},{34},{253}>",209,0.286301
"<{8},{35},{110}>",226,0.309589
"<{8},{35},{113}>",202,0.276712
"<{8},{35},{117}>",330,0.452055
"<{8},{35},{118}>",249,0.341096
"<{8},{35},{133}>",204,0.279452
"<{8},{35},{139}>",202,0.276712
"<{8},{35},{143}>",371,0.508219
"<{8},{35},{144}>",258,0.353425
"<{8},{35},{245}>",311,0.426027
"<{8},{35},{246}>",250,0.342466
"<{8},{35},{253}>",408,0.558904
"<{8},{35},{36}>",289,0.395890
"<{8},{35},{78}>",231,0.316438
"<{8},{35},{79}>",200,0.273973
"<{8},{36},{117}>",281,0.384932
"<{8},{36},{118}>",216,0.295890
"<{8},{36},{143}>",326,0.446575
"<{8},{36},{144}>",229,0.313699
"<{8},{36},{245}>",277,0.379452
"<{8},{36},{246}>",213,0.291781
"<{8},{36},{253}>",349,0.478082
"<{8},{37},{253}>",220,0.301370
"<{8},{38},{253}>",210,0.287671
"<{8},{39},{253}>",214,0.293151
"<{8},{40},{253}>",204,0.279452
"<{8},{41},{253}>",237,0.324658
"<{8},{44},{253}>",203,0.278082
"<{8},{45},{253}>",220,0.301370
"<{8},{53},{253}>",228,0.312329
"<{8},{6},{253}>",214,0.293151
"<{8},{7},{253}>",208,0.284932
"<{8},{78},{117}>",233,0.319178
"<{8},{78},{143}>",267,0.365753
"<{8},{78},{245}>",205,0.280822
"<{8},{78},{253}>",293,0.401370
"<{8},{78},{79}>",227,0.310959
"<{8},{79},{117}>",215,0.294521
"<{8},{79},{143}>",245,0.335616
"<{8},{79},{253}>",263,0.360274
"<{8},{9},{10}>",264,0.361644
"<{8},{9},{11}>",259,0.354795
"<{8},{9},{110}>",227,0.310959
"<{8},{9},{113}>",225,0.308219
"<{8},{9},{117}>",367,0.502740
"<{8},{9},{118}>",280,0.383562
"<{8},{9},{13}>",246,0.336986
"<{8},{9},{133}>",233,0.319178
"<{8},{9},{139}>",212,0.290411
"<{8},{9},{14}>",224,0.306849
"<{8},{9},{143}>",413,0.565753
"<{8},{9},{144}>",290,0.397260
"<{8},{9},{17}>",343,0.469863
"<{8},{9},{18}>",304,0.416438
"<{8},{9},{19}>",216,0.295890
"<{8},{9},{20}>",232,0.317808
"<{8},{9},{22}>",256,0.350685
"<{8},{9},{23}>",238,0.326027
"<{8},{9},{245}>",350,0.479452
"<{8},{9},{246}>",285,0.390411
"<{8},{9},{253}>",450,0.616438
"<{8},{9},{26}>",330,0.452055
"<{8},{9},{27}>",281,0.384932
"<{8},{9},{28}>",241,0.330137
"<{8},{9},{29}>",203,0.278082
"<{8},{9},{31}>",226,0.309589
"<{8},{9},{32}>",211,0.289041
"<{8},{9},{35}>",333,0.456164
"<{8},{9},{36}>",294,0.402740
"<{8},{9},{41}>",202,0.276712
"<{8},{9},{78}>",234,0.320548
"<{8},{9},{79}>",213,0.291781
"<{9},{10},{117}>",210,0.287671
"<{9},{10},{143}>",234,0.320548
"<{9},{10},{245}>",206,0.282192
"<{9},{10},{253}>",276,0.378082
"<{9},{11},{143}>",212,0.290411
"<{9},{11},{253}>",261,0.357534
"<{9},{110},{117}>",242,0.331507
"<{9},{110},{118}>",209,0.286301
"<{9},{110},{139}>",218,0.298630
"<{9},{110},{143}>",246,0.336986
"<{9},{110},{245}>",211,0.289041
"<{9},{110},{253}>",248,0.339726
"<{9},{113},{117}>",212,0.290411
"<{9},{113},{143}>",226,0.309589
"<{9},{113},{253}>",234,0.320548
"<{9},{117},{118}>",294,0.402740
"<{9},{117},{133}>",217,0.297260
"<{9},{117},{139}>",231,0.316438
"<{9},{117},{143}>",397,0.543836
"<{9},{117},{144}>",273,0.373973
"<{9},{117},{245}>",314,0.430137
"<{9},{117},{246}>",253,0.346575
"<{9},{117},{253}>",401,0.549315
"<{9},{118},{139}>",203,0.278082
"<{9},{118},{143}>",301,0.412329
"<{9},{118},{144}>",251,0.343836
"<{9},{118},{245}>",260,0.356164
"<{9},{118},{253}>",304,0.416438
"<{9},{13},{143}>",200,0.273973
"<{9},{13},{253}>",244,0.334247
"<{9},{132},{143}>",217,0.297260
"<{9},{132},{253}>",223,0.305479
"<{9},{133},{143}>",236,0.323288
"<{9},{133},{253}>",240,0.328767
"<{9},{139},{143}>",251,0.343836
"<{9},{139},{245}>",204,0.279452
"<{9},{139},{253}>",232,0.317808
"<{9},{14},{253}>",224,0.306849
"<{9},{143},{144}>",321,0.439726
"<{9},{143},{245}>",350,0.479452
"<{9},{143},{246}>",279,0.382192
"<{9},{143},{253}>",444,0.608219
"<{9},{144},{245}>",261,0.357534
"<{9},{144},{246}>",211,0.289041
"<{9},{144},{253}>",315,0.431507
"<{9},{17},{117}>",298,0.408219
"<{9},{17},{118}>",218,0.298630
"<{9},{17},{143}>",333,0.456164
"<{9},{17},{144}>",234,0.320548
"<{9},{17},{18}>",265,0.363014
"<{9},{17},{245}>",281,0.384932
"<{9},{17},{246}>",226,0.309589
"<{9},{17},{253}>",361,0.494521
"<{9},{17},{26}>",265,0.363014
"<{9},{17},{27}>",206,0.282192
"<{9},{17},{35}>",271,0.371233
"<{9},{17},{36}>",233,0.319178
"<{9},{18},{117}>",240,0.328767
"<{9},{18},{143}>",274,0.375342
"<{9},{18},{144}>",210,0.287671
"<{9},{18},{245}>",243,0.332877
"<{9},{18},{253}>",315,0.431507
"<{9},{19},{253}>",206,0.282192
"<{9},{20},{253}>",217,0.297260
"<{9},{22},{143}>",210,0.287671
"<{9},{22},{253}>",261,0.357534
"<{9},{23},{253}>",230,0.315068
"<{9},{245},{246}>",220,0.301370
"<{9},{245},{253}>",374,0.512329
"<{9},{246},{253}>",316,0.432877
"<{9},{26},{117}>",291,0.398630
"<{9},{26},{118}>",229,0.313699
"<{9},{26},{143}>",319,0.436986
"<{9},{26},{144}>",242,0.331507
"<{9},{26},{245}>",272,0.372603
"<{9},{26},{246}>",232,0.317808
"<{9},{26},{253}>",355,0.486301
"<{9},{26},{27}>",243,0.332877
"<{9},{26},{35}>",241,0.330137
"<{9},{26},{36}>",214,0.293151
"<{9},{27},{117}>",218,0.298630
"<{9},{27},{143}>",249,0.341096
"<{9},{27},{144}>",205,0.280822
"<{9},{27},{245}>",227,0.310959
"<{9},{27},{253}>",289,0.395890
"<{9},{28},{143}>",213,0.291781
"<{9},{28},{253}>",251,0.343836
"<{9},{31},{253}>",221,0.302740
"<{9},{35},{117}>",277,0.379452
"<{9},{35},{118}>",211,0.289041
"<{9},{35},{143}>",315,0.431507
"<{9},{35},{144}>",226,0.309589
"<{9},{35},{245}>",252,0.345205
"<{9},{35},{246}>",212,0.290411
"<{9},{35},{253}>",350,0.479452
"<{9},{35},{36}>",244,0.334247
"<{9},{36},{117}>",246,0.336986
"<{9},{36},{143}>",284,0.389041
"<{9},{36},{144}>",207,0.283562
"<{9},{36},{245}>",231,0.316438
"<{9},{36},{253}>",307,0.420548
"<{9},{41},{253}>",206,0.282192
"<{9},{45},{253}>",200,0.273973
"<{9},{53},{253}>",209,0.286301
"<{9},{78},{117}>",209,0.286301
"<{9},{78},{143}>",234,0.320548
"<{9},{78},{253}>",255,0.349315
"<{9},{79},{143}>",217,0.297260
"<{9},{79},{253}>",231,0.316438
"<{1},{10},{143},{253}>",209,0.286301
"<{1},{110},{117},{139}>",203,0.278082
"<{1},{110},{117},{143}>",237,0.324658
"<{1},{110},{117},{253}>",228,0.312329
"<{1},{110},{118},{143}>",201,0.275342
"<{1},{110},{118},{253}>",203,0.278082
"<{1},{110},{139},{143}>",224,0.306849
"<{1},{110},{139},{253}>",209,0.286301
"<{1},{110},{143},{245}>",209,0.286301
"<{1},{110},{143},{253}>",239,0.327397
"<{1},{110},{245},{253}>",207,0.283562
"<{1},{113},{117},{143}>",204,0.279452
"<{1},{113},{117},{253}>",202,0.276712
"<{1},{113},{143},{253}>",217,0.297260
"<{1},{117},{118},{143}>",270,0.369863
"<{1},{117},{118},{144}>",216,0.295890
"<{1},{117},{118},{245}>",230,0.315068
"<{1},{117},{118},{253}>",267,0.365753
"<{1},{117},{133},{143}>",212,0.290411
"<{1},{117},{133},{253}>",205,0.280822
"<{1},{117},{139},{143}>",232,0.317808
"<{1},{117},{139},{253}>",208,0.284932
"<{1},{117},{143},{144}>",261,0.357534
"<{1},{117},{143},{245}>",307,0.420548
"<{1},{117},{143},{246}>",218,0.298630
"<{1},{117},{143},{253}>",372,0.509589
"<{1},{117},{144},{245}>",205,0.280822
"<{1},{117},{144},{253}>",242,0.331507
"<{1},{117},{245},{253}>",297,0.406849
"<{1},{117},{246},{253}>",222,0.304110
"<{1},{118},{139},{143}>",242,0.331507
"<{1},{118},{139},{144}>",208,0.284932
"<{1},{118},{139},{245}>",205,0.280822
"<{1},{118},{139},{253}>",219,0.300000
"<{1},{118},{143},{144}>",277,0.379452
"<{1},{118},{143},{245}>",286,0.391781
"<{1},{118},{143},{253}>",319,0.436986
"<{1},{118},{144},{245}>",237,0.324658
"<{1},{118},{144},{253}>",261,0.357534
"<{1},{118},{245},{253}>",285,0.390411
"<{1},{118},{246},{253}>",205,0.280822
"<{1},{132},{143},{245}>",215,0.294521
"<{1},{132},{143},{253}>",242,0.331507
"<{1},{132},{245},{253}>",217,0.297260
"<{1},{133},{143},{253}>",254,0.347945
"<{1},{139},{143},{144}>",222,0.304110
"<{1},{139},{143},{245}>",246,0.336986
"<{1},{139},{143},{253}>",269,0.368493
"<{1},{139},{144},{253}>",202,0.276712
"<{1},{139},{245},{253}>",219,0.300000
"<{1},{143},{144},{245}>",281,0.384932
"<{1},{143},{144},{253}>",326,0.446575
"<{1},{143},{245},{246}>",200,0.273973
"<{1},{143},{245},{253}>",378,0.517808
"<{1},{143},{246},{253}>",285,0.390411
"<{1},{144},{245},{253}>",267,0.365753
"<{1},{144},{246},{253}>",203,0.278082
"<{1},{17},{117},{143}>",234,0.320548
"<{1},{17},{117},{253}>",235,0.321918
"<{1},{17},{143},{245}>",215,0.294521
"<{1},{17},{143},{253}>",269,0.368493
"<{1},{17},{18},{253}>",210,0.287671
"<{1},{17},{245},{253}>",230,0.315068
"<{1},{17},{26},{253}>",214,0.293151
"<{1},{17},{35},{253}>",214,0.293151
"<{1},{18},{117},{143}>",224,0.306849
"<{1},{18},{117},{253}>",221,0.302740
"<{1},{18},{143},{245}>",210,0.287671
"<{1},{18},{143},{253}>",254,0.347945
"<{1},{18},{245},{253}>",218,0.298630
"<{1},{22},{143},{253}>",206,0.282192
"<{1},{245},{246},{253}>",231,0.316438
"<{1},{26},{117},{143}>",256,0.350685
"<{1},{26},{117},{245}>",212,0.290411
"<{1},{26},{117},{253}>",256,0.350685
"<{1},{26},{143},{144}>",212,0.290411
"<{1},{26},{143},{245}>",233,0.319178
"<{1},{26},{143},{253}>",290,0.397260
"<{1},{26},{144},{253}>",206,0.282192
"<{1},{26},{245},{253}>",247,0.338356
"<{1},{26},{27},{253}>",214,0.293151
"<{1},{26},{35},{253}>",215,0.294521
"<{1},{27},{117},{143}>",226,0.309589
"<{1},{27},{117},{253}>",224,0.306849
"<{1},{27},{143},{245}>",218,0.298630
"<{1},{27},{143},{253}>",258,0.353425
"<{1},{27},{144},{253}>",200,0.273973
"<{1},{27},{245},{253}>",237,0.324658
"<{1},{28},{143},{253}>",214,0.293151
"<{1},{35},{117},{143}>",268,0.367123
"<{1},{35},{117},{245}>",207,0.283562
"<{1},{35},{117},{253}>",264,0.361644
"<{1},{35},{118},{143}>",202,0.276712
"<{1},{35},{118},{253}>",204,0.279452
"<{1},{35},{143},{144}>",206,0.282192
"<{1},{35},{143},{245}>",239,0.327397
"<{1},{35},{143},{253}>",306,0.419178
"<{1},{35},{144},{253}>",204,0.279452
"<{1},{35},{245},{253}>",254,0.347945
"<{1},{35},{246},{253}>",204,0.279452
"<{1},{35},{36},{143}>",223,0.305479
"<{1},{35},{36},{253}>",234,0.320548
"<{1},{36},{117},{143}>",243,0.332877
"<{1},{36},{117},{253}>",229,0.313699
"<{1},{36},{143},{245}>",225,0.308219
"<{1},{36},{143},{253}>",278,0.380822
"<{1},{36},{245},{253}>",235,0.321918
"<{1},{78},{143},{253}>",222,0.304110
"<{1},{79},{143},{253}>",200,0.273973
"<{1},{8},{143},{253}>",218,0.298630
"<{1},{8},{245},{253}>",200,0.273973
"<{1},{9},{117},{143}>",238,0.326027
"<{1},{9},{117},{253}>",243,0.332877
"<{1},{9},{143},{144}>",200,0.273973
"<{1},{9},{143},{245}>",220,0.301370
"<{1},{9},{143},{253}>",279,0.382192
"<{1},{9},{144},{253}>",200,0.273973
"<{1},{9},{17},{253}>",218,0.298630
"<{1},{9},{18},{253}>",202,0.276712
"<{1},{9},{245},{253}>",240,0.328767
"<{1},{9},{26},{253}>",213,0.291781
"<{1},{9},{35},{253}>",214,0.293151
"<{10},{117},{118},{143}>",200,0.273973
"<{10},{117},{143},{245}>",227,0.310959
"<{10},{117},{143},{253}>",282,0.386301
"<{10},{117},{245},{253}>",218,0.298630
"<{10},{118},{143},{253}>",201,0.275342
"<{10},{143},{144},{253}>",213,0.291781
"<{10},{143},{245},{253}>",251,0.343836
"<{10},{17},{117},{143}>",216,0.295890
"<{10},{17},{117},{253}>",211,0.289041
"<{10},{17},{143},{253}>",228,0.312329
"<{10},{35},{117},{143}>",201,0.275342
"<{10},{35},{143},{253}>",216,0.295890
"<{11},{117},{143},{253}>",225,0.308219
"<{11},{143},{245},{253}>",208,0.284932
"<{110},{117},{118},{139}>",214,0.293151
"<{110},{117},{118},{143}>",241,0.330137
"<{110},{117},{118},{144}>",208,0.284932
"<{110},{117},{118},{245}>",208,0.284932
"<{110},{117},{118},{253}>",232,0.317808
"<{110},{117},{139},{143}>",270,0.369863
"<{110},{117},{139},{144}>",200,0.273973
"<{110},{117},{139},{245}>",218,0.298630
"<{110},{117},{139},{253}>",242,0.331507
"<{110},{117},{143},{144}>",231,0.316438
"<{110},{117},{143},{245}>",250,0.342466
"<{110},{117},{143},{253}>",284,0.389041
"<{110},{117},{144},{253}>",210,0.287671
"<{110},{117},{245},{253}>",234,0.320548
"<{110},{118},{139},{143}>",233,0.319178
"<{110},{118},{139},{144}>",201,0.275342
"<{110},{118},{139},{253}>",213,0.291781
"<{110},{118},{143},{144}>",221,0.302740
"<{110},{118},{143},{245}>",216,0.295890
"<{110},{118},{143},{253}>",239,0.327397
"<{110},{118},{144},{253}>",208,0.284932
"<{110},{118},{245},{253}>",211,0.289041
"<{110},{139},{143},{144}>",213,0.291781
"<{110},{139},{143},{245}>",240,0.328767
"<{110},{139},{143},{253}>",265,0.363014
"<{110},{139},{245},{253}>",218,0.298630
"<{110},{143},{144},{253}>",223,0.305479
"<{110},{143},{245},{253}>",245,0.335616
"<{113},{117},{143},{253}>",237,0.324658
"<{113},{133},{143},{253}>",205,0.280822
"<{117},{118},{139},{143}>",237,0.324658
"<{117},{118},{139},{144}>",204,0.279452
"<{117},{118},{139},{253}>",210,0.287671
"<{117},{118},{143},{144}>",281,0.384932
"<{117},{118},{143},{245}>",271,0.371233
"<{117},{118},{143},{246}>",208,0.284932
"<{117},{118},{143},{253}>",314,0.430137
"<{117},{118},{144},{245}>",220,0.301370
"<{117},{118},{144},{253}>",257,0.352055
"<{117},{118},{245},{253}>",260,0.356164
"<{117},{118},{246},{253}>",210,0.287671
"<{117},{132},{143},{253}>",210,0.287671
"<{117},{133},{143},{253}>",241,0.330137
"<{117},{139},{143},{144}>",221,0.302740
"<{117},{139},{143},{245}>",237,0.324658
"<{117},{139},{143},{253}>",265,0.363014
"<{117},{139},{245},{253}>",206,0.282192
"<{117},{143},{144},{245}>",259,0.354795
"<{117},{143},{144},{253}>",307,0.420548
"<{117},{143},{245},{253}>",338,0.463014
"<{117},{143},{246},{253}>",268,0.367123
"<{117},{144},{245},{253}>",228,0.312329
"<{118},{139},{143},{144}>",217,0.297260
"<{118},{139},{143},{245}>",209,0.286301
"<{118},{139},{143},{253}>",228,0.312329
"<{118},{143},{144},{245}>",240,0.328767
"<{118},{143},{144},{253}>",274,0.375342
"<{118},{143},{245},{253}>",270,0.369863
"<{118},{143},{246},{253}>",204,0.279452
"<{118},{144},{245},{253}>",220,0.301370
"<{13},{117},{143},{245}>",201,0.275342
"<{13},{117},{143},{253}>",232,0.317808
"<{13},{143},{245},{253}>",234,0.320548
"<{13},{17},{143},{253}>",208,0.284932
"<{132},{143},{245},{253}>",210,0.287671
"<{139},{143},{144},{253}>",211,0.289041
"<{139},{143},{245},{253}>",223,0.305479
"<{143},{144},{245},{253}>",264,0.361644
"<{143},{144},{246},{253}>",214,0.293151
"<{143},{245},{246},{253}>",203,0.278082
"<{17},{110},{117},{118}>",207,0.283562
"<{17},{110},{117},{139}>",223,0.305479
"<{17},{110},{117},{143}>",264,0.361644
"<{17},{110},{117},{245}>",220,0.301370
"<{17},{110},{117},{253}>",249,0.341096
"<{17},{110},{118},{143}>",209,0.286301
"<{17},{110},{118},{253}>",205,0.280822
"<{17},{110},{139},{143}>",240,0.328767
"<{17},{110},{139},{245}>",203,0.278082
"<{17},{110},{139},{253}>",217,0.297260
"<{17},{110},{143},{144}>",200,0.273973
"<{17},{110},{143},{245}>",225,0.308219
"<{17},{110},{143},{253}>",252,0.345205
"<{17},{110},{245},{253}>",214,0.293151
"<{17},{113},{117},{143}>",224,0.306849
"<{17},{113},{117},{253}>",220,0.301370
"<{17},{113},{143},{253}>",234,0.320548
"<{17},{117},{118},{143}>",284,0.389041
"<{17},{117},{118},{144}>",234,0.320548
"<{17},{117},{118},{245}>",245,0.335616
"<{17},{117},{118},{253}>",277,0.379452
"<{17},{117},{133},{143}>",223,0.305479
"<{17},{117},{133},{253}>",215,0.294521
"<{17},{117},{139},{143}>",251,0.343836
"<{17},{117},{139},{253}>",219,0.300000
"<{17},{117},{143},{144}>",287,0.393151
"<{17},{117},{143},{245}>",327,0.447945
"<{17},{117},{143},{246}>",235,0.321918
"<{17},{117},{143},{253}>",398,0.545205
"<{17},{117},{144},{245}>",223,0.305479
"<{17},{117},{144},{253}>",259,0.354795
"<{17},{117},{245},{253}>",313,0.428767
"<{17},{117},{246},{253}>",238,0.326027
"<{17},{118},{139},{143}>",208,0.284932
"<{17},{118},{143},{144}>",249,0.341096
"<{17},{118},{143},{245}>",247,0.338356
"<{17},{118},{143},{253}>",279,0.382192
"<{17},{118},{144},{245}>",210,0.287671
"<{17},{118},{144},{253}>",232,0.317808
"<{17},{118},{245},{253}>",245,0.335616
"<{17},{132},{143},{253}>",209,0.286301
"<{17},{133},{143},{253}>",236,0.323288
"<{17},{139},{143},{245}>",218,0.298630
"<{17},{139},{143},{253}>",239,0.327397
"<{17},{143},{144},{245}>",261,0.357534
"<{17},{143},{144},{253}>",305,0.417808
"<{17},{143},{245},{253}>",346,0.473973
"<{17},{143},{246},{253}>",264,0.361644
"<{17},{144},{245},{253}>",239,0.327397
"<{17},{18},{117},{118}>",201,0.275342
"<{17},{18},{117},{143}>",271,0.371233
"<{17},{18},{117},{245}>",223,0.305479
"<{17},{18},{117},{253}>",262,0.358904
"<{17},{18},{118},{143}>",208,0.284932
"<{17},{18},{118},{253}>",204,0.279452
"<{17},{18},{143},{144}>",226,0.309589
"<{17},{18},{143},{245}>",256,0.350685
"<{17},{18},{143},{253}>",307,0.420548
"<{17},{18},{144},{253}>",221,0.302740
"<{17},{18},{245},{253}>",268,0.367123
"<{17},{18},{246},{253}>",206,0.282192
"<{17},{18},{26},{143}>",200,0.273973
"<{17},{18},{26},{253}>",218,0.298630
"<{17},{18},{35},{143}>",208,0.284932
"<{17},{18},{35},{253}>",219,0.300000
"<{17},{22},{143},{253}>",214,0.293151
"<{17},{22},{245},{253}>",212,0.290411
"<{17},{245},{246},{253}>",216,0.295890
"<{17},{26},{110},{117}>",202,0.276712
"<{17},{26},{110},{143}>",205,0.280822
"<{17},{26},{117},{118}>",216,0.295890
"<{17},{26},{117},{143}>",295,0.404110
"<{17},{26},{117},{144}>",208,0.284932
"<{17},{26},{117},{245}>",254,0.347945
"<{17},{26},{117},{253}>",289,0.395890
"<{17},{26},{118},{143}>",217,0.297260
"<{17},{26},{118},{245}>",205,0.280822
"<{17},{26},{118},{253}>",219,0.300000
"<{17},{26},{143},{144}>",242,0.331507
"<{17},{26},{143},{245}>",272,0.372603
"<{17},{26},{143},{253}>",321,0.439726
"<{17},{26},{144},{245}>",201,0.275342
"<{17},{26},{144},{253}>",227,0.310959
"<{17},{26},{245},{253}>",286,0.391781
"<{17},{26},{246},{253}>",229,0.313699
"<{17},{26},{27},{143}>",207,0.283562
"<{17},{26},{27},{253}>",223,0.305479
"<{17},{26},{35},{117}>",206,0.282192
"<{17},{26},{35},{143}>",234,0.320548
"<{17},{26},{35},{245}>",206,0.282192
"<{17},{26},{35},{253}>",254,0.347945
"<{17},{27},{117},{143}>",213,0.291781
"<{17},{27},{117},{253}>",204,0.279452
"<{17},{27},{143},{245}>",214,0.293151
"<{17},{27},{143},{253}>",236,0.323288
"<{17},{27},{245},{253}>",223,0.305479
"<{17},{35},{110},{117}>",200,0.273973
"<{17},{35},{110},{143}>",205,0.280822
"<{17},{35},{117},{118}>",208,0.284932
"<{17},{35},{117},{143}>",301,0.412329
"<{17},{35},{117},{245}>",230,0.315068
"<{17},{35},{117},{253}>",292,0.400000
"<{17},{35},{118},{143}>",218,0.298630
"<{17},{35},{118},{253}>",212,0.290411
"<{17},{35},{143},{144}>",231,0.316438
"<{17},{35},{143},{245}>",261,0.357534
"<{17},{35},{143},{253}>",330,0.452055
"<{17},{35},{144},{253}>",216,0.295890
"<{17},{35},{245},{253}>",269,0.368493
"<{17},{35},{246},{253}>",220,0.301370
"<{17},{35},{36},{143}>",226,0.309589
"<{17},{35},{36},{253}>",234,0.320548
"<{17},{35},{78},{253}>",208,0.284932
"<{17},{36},{117},{143}>",243,0.332877
"<{17},{36},{117},{253}>",225,0.308219
"<{17},{36},{143},{245}>",220,0.301370
"<{17},{36},{143},{253}>",266,0.364384
"<{17},{36},{245},{253}>",225,0.308219
"<{17},{78},{117},{143}>",215,0.294521
"<{17},{78},{117},{253}>",209,0.286301
"<{17},{78},{143},{253}>",236,0.323288
"<{17},{78},{79},{253}>",208,0.284932
"<{17},{79},{143},{253}>",211,0.289041
"<{18},{110},{117},{143}>",204,0.279452
"<{18},{110},{143},{253}>",206,0.282192
"<{18},{117},{118},{143}>",236,0.323288
"<{18},{117},{118},{253}>",228,0.312329
"<{18},{117},{143},{144}>",231,0.316438
"<{18},{117},{143},{245}>",260,0.356164
"<{18},{117},{143},{253}>",316,0.432877
"<{18},{117},{144},{253}>",213,0.291781
"<{18},{117},{245},{253}>",245,0.335616
"<{18},{118},{143},{144}>",205,0.280822
"<{18},{118},{143},{245}>",207,0.283562
"<{18},{118},{143},{253}>",236,0.323288
"<{18},{143},{144},{245}>",213,0.291781
"<{18},{143},{144},{253}>",252,0.345205
"<{18},{143},{245},{253}>",283,0.387671
"<{18},{143},{246},{253}>",217,0.297260
"<{18},{26},{117},{143}>",206,0.282192
"<{18},{26},{117},{253}>",203,0.278082
"<{18},{26},{143},{253}>",234,0.320548
"<{18},{26},{245},{253}>",206,0.282192
"<{18},{27},{143},{253}>",201,0.275342
"<{18},{35},{117},{143}>",216,0.295890
"<{18},{35},{117},{253}>",204,0.279452
"<{18},{35},{143},{253}>",241,0.330137
"<{18},{36},{143},{253}>",211,0.289041
"<{22},{117},{143},{253}>",239,0.327397
"<{22},{143},{144},{253}>",200,0.273973
"<{22},{143},{245},{253}>",232,0.317808
"<{22},{26},{143},{253}>",215,0.294521
"<{26},{110},{117},{118}>",206,0.282192
"<{26},{110},{117},{139}>",217,0.297260
"<{26},{110},{117},{143}>",250,0.342466
"<{26},{110},{117},{245}>",213,0.291781
"<{26},{110},{117},{253}>",238,0.326027
"<{26},{110},{118},{143}>",210,0.287671
"<{26},{110},{118},{253}>",207,0.283562
"<{26},{110},{139},{143}>",233,0.319178
"<{26},{110},{139},{253}>",211,0.289041
"<{26},{110},{143},{144}>",201,0.275342
"<{26},{110},{143},{245}>",219,0.300000
"<{26},{110},{143},{253}>",242,0.331507
"<{26},{110},{245},{253}>",210,0.287671
"<{26},{117},{118},{143}>",267,0.365753
"<{26},{117},{118},{144}>",231,0.316438
"<{26},{117},{118},{245}>",235,0.321918
"<{26},{117},{118},{253}>",267,0.365753
"<{26},{117},{139},{143}>",239,0.327397
"<{26},{117},{139},{253}>",211,0.289041
"<{26},{117},{143},{144}>",276,0.378082
"<{26},{117},{143},{245}>",301,0.412329
"<{26},{117},{143},{246}>",232,0.317808
"<{26},{117},{143},{253}>",356,0.487671
"<{26},{117},{144},{245}>",221,0.302740
"<{26},{117},{144},{253}>",252,0.345205
"<{26},{117},{245},{253}>",292,0.400000
"<{26},{117},{246},{253}>",241,0.330137
"<{26},{118},{139},{143}>",207,0.283562
"<{26},{118},{143},{144}>",246,0.336986
"<{26},{118},{143},{245}>",240,0.328767
"<{26},{118},{143},{253}>",268,0.367123
"<{26},{118},{144},{245}>",207,0.283562
"<{26},{118},{144},{253}>",231,0.316438
"<{26},{118},{245},{253}>",241,0.330137
"<{26},{132},{143},{253}>",216,0.295890
"<{26},{133},{143},{253}>",202,0.276712
"<{26},{139},{143},{245}>",209,0.286301
"<{26},{139},{143},{253}>",227,0.310959
"<{26},{143},{144},{245}>",255,0.349315
"<{26},{143},{144},{246}>",202,0.276712
"<{26},{143},{144},{253}>",298,0.408219
"<{26},{143},{245},{253}>",320,0.438356
"<{26},{143},{246},{253}>",266,0.364384
"<{26},{144},{245},{253}>",236,0.323288
"<{26},{144},{246},{253}>",203,0.278082
"<{26},{245},{246},{253}>",213,0.291781
"<{26},{27},{117},{143}>",244,0.334247
"<{26},{27},{117},{245}>",207,0.283562
"<{26},{27},{117},{253}>",240,0.328767
"<{26},{27},{143},{144}>",213,0.291781
"<{26},{27},{143},{245}>",233,0.319178
"<{26},{27},{143},{253}>",269,0.368493
"<{26},{27},{144},{253}>",207,0.283562
"<{26},{27},{245},{253}>",243,0.332877
"<{26},{27},{246},{253}>",200,0.273973
"<{26},{35},{117},{143}>",243,0.332877
"<{26},{35},{117},{253}>",241,0.330137
"<{26},{35},{143},{144}>",212,0.290411
"<{26},{35},{143},{245}>",225,0.308219
"<{26},{35},{143},{253}>",279,0.382192
"<{26},{35},{144},{253}>",203,0.278082
"<{26},{35},{245},{253}>",235,0.321918
"<{26},{35},{246},{253}>",214,0.293151
"<{26},{36},{143},{253}>",227,0.310959
"<{26},{78},{143},{253}>",216,0.295890
